"Código","Item de Estoque","Descrição Grupo","Compõe Produto","Unidade","Fichas","Quantidade","Custo Médio","Subtotal/C.M."
"366","TORTA LIMAO","DOCES","true","UN","0","29,0000","5,1400","149,0600"
"24","BRIGADEIRO PISTACHE GOURMET","DOCES","true","UN","0","0,0000","4,2992","0,0000"
"403","BOLO DE CENOURA COM CHOCOLATE","DOCES","true","UN","0","69,0000","3,1679","218,5851"
"128","BROWNIE","DOCES","true","UN","0","43,0000","4,2000","180,6000"
"130","TORTA NINHO TRUFADA AVELA","DOCES","true","UN","0","29,0000","5,2457","152,1253"
"134","TORTA SWEET PIE","DOCES","true","UN","0","28,0000","5,1407","143,9396"
"144","BOLO DE LARANJA","DOCES","true","UN","0","55,0000","3,3886","186,3730"
"816","PASTEL DE BELEM","DOCES","true","UN","0","69,0000","4,4167","304,7523"
"511","BRIGADEIRO GOURMET","DOCES","true","UN","0","20,0000","3,1409","62,8180"
"606","BOLO TAPIOCA D.LEITE Z/GLUTEN /Z/LAC","DOCES","true","UN","0","1,0000","10,3571","10,3571"
"628","TORTA CHEESECAKE","DOCES","true","UN","0","29,0000","4,9371","143,1759"
"914","TORTA BANOFFE","DOCES","true","UN","0","9,0000","5,1407","46,2663"
"825","PETIT GATEAU","DOCES","true","UN","0","13,0000","5,2054","67,6702"
"1042","BOLO PALHA ITALI.ZERO ACUCAR E LACTOSE","DOCES","true","UN","0","21,0000","10,3571","217,4991"
"1272","CASADINHO GOURMET","DOCES","true","UN","0","64,0000","2,7544","176,2816"
"1273","BRIGADEIRO PREMIUM NUTELLA","DOCES","true","UN","0","33,0000","4,1683","137,5539"
"1236","MINI CHOCOBROWNIE ZERO S/GLU/LAC/ACU","DOCES","true","UN","0","7,0000","14,9750","104,8250"
"1238","MINI BANOFFEE ZERO","DOCES","true","UN","0","10,0000","14,9750","149,7500"
"1312","BOLO DE CENOURA TRUFADO","DOCES","true","UN","0","0,0000","0,0000","0,0000"
"1313","GELEIA DE CAFÉ DANEGA","DOCES","true","KG","0","0,0000","0,0000","0,0000"
"1314","GELEIA DE CAFÉ C/ PIMENTA DANEGA","DOCES","true","KG","0","0,0000","0,0000","0,0000"
"1315","GELEIA ZERO AÇUCAR DANEGA","DOCES","true","KG","0","0,0000","0,0000","0,0000"
"1316","BRIGADEIRO PISTACHE ZERO","DOCES","true","UN","0","0,0000","0,0000","0,0000"
"1317","BRIGADEIRO CHURROS ZERO","DOCES","true","UN","0","0,0000","0,0000","0,0000"
"1140","BOLO DE BRIGADEIRO HOLANDES","DOCES","true","UN","0","59,0000","7,3071","431,1189"
"1113","DOCE LEITE ORGANICO CARAM/CAFE 300GR","DOCES","true","UN","0","22,0000","17,0500","375,1000"
"1152","MACARRAO COZIDO - PENNE","CONGELADOS","true","UN","0","14,0000","5,3000","74,2000"
"1154","MIX MOLHO FUNGHI","CONGELADOS","true","UN","0","5,0000","11,6000","58,0000"
"1156","PICADINHO DE CARNE BOVINA","CONGELADOS","true","UN","0","17,0000","16,2000","275,4000"
"1158","MIX MOLHO DE CAMARAO","CONGELADOS","true","UN","0","7,0000","17,6000","123,2000"
"1159","ARROZ ARBOREO RISOTO","CONGELADOS","true","UN","0","12,0000","5,3000","63,6000"
"1217","PARMEGIANA DE FRANGO","CONGELADOS","true","UN","0","0,0000","10,8900","0,0000"
"1220","FILE  FRANGO EMPANADO","CONGELADOS","true","UN","0","57,0000","10,7000","609,9000"
"1225","MOLHO PESTO","CONGELADOS","true","UN","0","6,0000","11,1000","66,6000"
"1227","CREME DE MILHO","CONGELADOS","true","UN","0","15,0000","5,9000","88,5000"
"1228","LEGUMES PANACHE","CONGELADOS","true","UN","0","28,0000","6,1000","170,8000"
"1255","CARNE TIRAS C/BARBECUE 200GRAMAS","CONGELADOS","true","UN","0","0,0000","12,9000","0,0000"
"836","BACON","CONGELADOS","true","KG","0","0,9730","71,6000","69,6668"
"704","ARROZ BRANCO TRADICIONAL","CONGELADOS","true","UN","0","51,0000","3,6000","183,6000"
"769","STROGONOFF DE FRANGO","CONGELADOS","true","UN","0","26,0000","12,9000","335,4000"
"777","STROGONOFF DE CARNE","CONGELADOS","true","UN","0","20,0000","14,9000","298,0000"
"397","POLPA MORANGO  0,100G/UN","CONGELADOS","true","UN","0","59,0000","2,8400","167,5600"
"501","MOLHO DE TOMATE C/MANJERICAO-100G","CONGELADOS","true","UN","0","6,0000","3,9000","23,4000"
"49","SORVETE CREME","CONGELADOS","true","KG","0","17,0750","27,4932","469,4464"
"120","POLPA ACEROLA LARANJA  0,100G/UN","CONGELADOS","true","UN","0","33,0000","3,1900","105,2700"
"121","POLPA ABACAXI HORTELA 0,100G/UN","CONGELADOS","true","UN","0","62,0000","2,7900","172,9800"
"122","POLPA MARACUJA  0,100G/UN","CONGELADOS","true","UN","0","73,0000","4,3900","320,4700"
"75","TOMATE","HORTIFRUTTI","true","KG","0","2,4280","5,9800","14,5194"
"77","ALFACE AMERICANA","HORTIFRUTTI","true","KG","0","2,0760","20,2439","42,0263"
"78","RUCULA","HORTIFRUTTI","true","KG","0","2,0500","19,9000","40,7950"
"79","MANJERICAO","HORTIFRUTTI","true","KG","0","0,2390","41,0309","9,8064"
"82","LIMAO","HORTIFRUTTI","true","KG","0","3,0900","6,9800","21,5682"
"824","BANANA","HORTIFRUTTI","true","KG","0","0,0000","9,9800","0,0000"
"843","TOMATE CEREJA","HORTIFRUTTI","true","KG","0","2,8300","49,9000","141,2170"
"58","QUEIJO PARMESAO","LATICINIOS / FRIOS","true","KG","0","1,4700","75,0000","110,2500"
"60","QUEIJO MUCARELA","LATICINIOS / FRIOS","true","KG","0","4,5260","39,8000","180,1348"
"64","PRESUNTO","LATICINIOS / FRIOS","true","KG","0","4,1260","33,4252","137,9124"
"65","PRESUNTO PARMA","LATICINIOS / FRIOS","true","KG","0","1,1360","176,0000","199,9360"
"66","QUEIJO BRIE","LATICINIOS / FRIOS","true","KG","0","1,8800","95,1500","178,8820"
"68","PEITO DE PERU","LATICINIOS / FRIOS","true","KG","0","1,2450","66,9000","83,2905"
"73","QUEIJO FRESCO (MINAS)","LATICINIOS / FRIOS","true","KG","0","0,4500","29,1821","13,1319"
"4","LEITE INTEGRAL","LATICINIOS / FRIOS","true","LT","0","68,0000","5,7200","388,9600"
"5","CHANTILY","LATICINIOS / FRIOS","true","LT","0","0,5000","19,9952","9,9976"
"99","MANTEIGA","LATICINIOS / FRIOS","true","KG","0","5,9470","38,0000","225,9860"
"20","REQUEIJAO CREMOSO","LATICINIOS / FRIOS","true","KG","0","1,3480","37,9333","51,1341"
"21","BARRA CHOCOLATE PRETO MEIO AMARGO","SECOS","true","KG","0","0,4980","42,9900","21,4090"
"498","DOCE DE LEITE","SECOS","true","KG","0","0,3920","33,7250","13,2202"
"330","PIMENTA TABASCO VERMELHA","SECOS","true","UN","0","1,1000","19,5000","21,4500"
"100","MEL","SECOS","true","KG","0","1,1400","71,3571","81,3471"
"101","NUTELLA","SECOS","true","KG","0","1,1140","65,6667","73,1527"
"104","ACUCAR TRADICIONAL SACHE","SECOS","false","UN","0","714,6000","0,0379","27,0833"
"105","ADOCANTE SACHE","SECOS","false","UN","0","151,6000","0,0749","11,3548"
"106","ADOCANTE LIQUIDO","SECOS","false","LT","0","0,5000","105,9000","52,9500"
