"Código","Item de Estoque","Descrição Grupo","Compõe Produto","Unidade","Fichas","Quantidade","Custo Médio","Subtotal/C.M."
"868","DETERGENTE MAQUINA LAVAR LOUCA","MATERIAL LIMPEZA / HIGIENE","false","LT","0","11,0000","134,7600","1.482,3600"
"869","SECANTE MAQUINA LAVAR LOUÇA","MATERIAL LIMPEZA / HIGIENE","false","LT","0","0,0000","42,9680","0,0000"
"872","PAPEL TOALHA ROLO C/100 FOLHAS 19 X 22CM","MATERIAL LIMPEZA / HIGIENE","false","UN","0","6,0000","2,6450","15,8700"
"874","BORRIFADOR DE AGUA","UTENSILIOS","false","UN","0","13,0000","24,2900","315,7700"
"796","PRENSA FRANCESA USO INTERNO","UTENSILIOS","false","UN","0","0,0000","80,0000","0,0000"
"844","RALADOR INOX","UTENSILIOS","false","UN","0","2,0000","29,0000","58,0000"
"845","MARCADOR 14 FATIAS","UTENSILIOS","false","UN","0","1,0000","60,0000","60,0000"
"949","COPO NADIR FIGUEIREDO 270ML","UTENSILIOS","false","UN","0","7,0000","6,1500","43,0500"
"950","COPO AMERICANO LONG DRINK  450 ML N.FIG","UTENSILIOS","false","UN","0","34,0000","5,6700","192,7800"
"922","FILTRO CHEMEX CIRC.4 XICARA  C/100 U.INT","UTENSILIOS","true","UN","0","9,0000","1,7200","15,4800"
"923","FILTRO AEROPRESS AP-81R C/100-USO INTERN","UTENSILIOS","true","UN","0","600,0000","0,0100","6,0000"
"933","CANECA ALCA NADIR FIGUEIREDO 270ML","UTENSILIOS","false","UN","0","24,0000","14,0000","336,0000"
"430","PRATO PAO-TRAVESSA QUADRADA","UTENSILIOS","false","UN","0","25,0000","33,0000","825,0000"
"444","CHEMEX PASSADOR DE CAFE - 3 XICARAS","UTENSILIOS","true","UN","0","0,0000","250,0000","0,0000"
"456","ESPATULA PAO DURO","UTENSILIOS","false","UN","0","3,0000","19,9000","59,7000"
"469","AEROPRESS","UTENSILIOS","false","UN","0","3,0000","335,0000","1.005,0000"
"532","COPO BRISTOL LONG DRINK 340ML","UTENSILIOS","false","UN","0","17,0000","3,9800","67,6600"
"533","DISPENSER DETERGENTE","UTENSILIOS","false","UN","0","2,0000","15,9000","31,8000"
"544","COPO AMERICANO APERITIVO 45ML=MINI SHOT","UTENSILIOS","false","UN","0","55,0000","2,3500","129,2500"
"693","PICHER 12 OZ  360ML","UTENSILIOS","false","UN","0","6,0000","55,0000","330,0000"
"663","CHALEIRA ACO INOX","UTENSILIOS","false","UN","0","4,0000","120,0000","480,0000"
"667","FILTRO V.02-CX C/100","UTENSILIOS","true","CX","0","5,0000","32,0600","160,3000"
"765","PRATO REFEICAO FUNDO","UTENSILIOS","false","UN","0","38,0000","54,0000","2.052,0000"
"1292","PANELINHA FRIGIDEIRA SERVIR","UTENSILIOS","false","UN","0","15,0000","14,0700","211,0500"
"1297","ESPATULA RETA COZINHA","UTENSILIOS","false","UN","0","3,0000","15,9000","47,7000"
"1235","ASSADEIRA ESTAMPADA PERFURADA 35X35","UTENSILIOS","false","UN","0","4,0000","45,3200","181,2800"
"1269","MACARICO","UTENSILIOS","false","UN","0","3,0000","29,9900","89,9700"
"1247","DISPLAY DE CHAO EM MADEIRA  100X60X10CM","UTENSILIOS","false","UN","0","0,0000","614,8000","0,0000"
"1248","TABUA P/ SERVIR PIZZA","UTENSILIOS","false","UN","0","10,0000","93,9500","939,5000"
"1249","TABUA P/ SERVIR CAFE","UTENSILIOS","false","UN","0","28,0000","65,6200","1.837,3600"
"1250","PORTA SACHE EM MADEIRA","UTENSILIOS","false","UN","0","20,0000","16,2100","324,2000"
"1267","FREEZER HORIZONTAL","UTENSILIOS","false","UN","0","1,0000","2.400,0000","2.400,0000"
"1203","TESOURA MEDIA","UTENSILIOS","false","UN","0","0,0000","18,0000","0,0000"
"1204","TIMER COZINHA","UTENSILIOS","false","UN","0","3,0000","14,9000","44,7000"
"1205","POTE PLASTICO","UTENSILIOS","false","UN","0","29,0000","6,4400","186,7600"
"1206","PORTA CONDIMENTOS","UTENSILIOS","false","UN","0","12,0000","9,9000","118,8000"
"1207","ESCOVA LIMPEZA DE CANTOS","UTENSILIOS","false","UN","0","1,0000","7,5000","7,5000"
"1077","VASILHAS PEQUENAS - LIMAO","UTENSILIOS","false","UN","0","0,0000","0,0000","0,0000"
"1078","BANDEJAS ESCORREDORAS","UTENSILIOS","false","UN","0","2,0000","466,9500","933,9000"
"1085","PORTA DETERGENTE","UTENSILIOS","false","UN","0","0,0000","15,0000","0,0000"
"1086","PORTA TALHER","UTENSILIOS","false","UN","0","2,0000","0,1700","0,3400"
"1089","LIXEIRA PLASTICAS PEDAL","UTENSILIOS","false","UN","0","0,0000","29,9900","0,0000"
"1146","TABUA P/SERVIR LANCHE","UTENSILIOS","false","UN","0","9,0000","58,6200","527,5800"
"270","BANDEJA PARA SERVIR","UTENSILIOS","false","UN","0","6,0000","78,9900","473,9400"
"271","PEGADOR GELO GD","UTENSILIOS","false","UN","0","0,0000","15,0000","0,0000"
"272","PEGADOR SALGADO","UTENSILIOS","false","UN","0","4,0000","15,0000","60,0000"
"275","PICHER 20 OZ  600ML","UTENSILIOS","false","UN","0","5,0000","50,0000","250,0000"
"276","PICHER 03 OZ MINI  90ML","UTENSILIOS","false","UN","0","1,0000","40,0000","40,0000"
"277","GARRAFA CHANTILY","UTENSILIOS","false","UN","0","2,0000","150,0000","300,0000"
"278","BOLEIRA VIDRO","UTENSILIOS","false","UN","0","5,0000","270,0000","1.350,0000"
"280","COPO BLENTEC","UTENSILIOS","false","UN","0","2,0000","400,0000","800,0000"
"284","POLVILHADOR DE INOX","UTENSILIOS","false","UN","0","3,0000","20,0000","60,0000"
"285","COPO -JARRA  MEDIDOR","UTENSILIOS","false","UN","0","1,0000","6,0000","6,0000"
"287","BALANCA PRECISAO DIGITAL","UTENSILIOS","false","UN","0","3,0000","26,5300","79,5900"
"288","PA DE LIXO","UTENSILIOS","false","UN","0","1,0000","15,0000","15,0000"
"289","TESOURA GD","UTENSILIOS","false","UN","0","4,0000","16,0000","64,0000"
"291","PONTEIRA P GRAFISMO","UTENSILIOS","false","UN","0","1,0000","15,0000","15,0000"
"292","BISNAGA PLASTICA","UTENSILIOS","false","UN","0","3,0000","16,9800","50,9400"
"293","TAMPER","UTENSILIOS","false","UN","0","3,0000","150,0000","450,0000"
"295","COLHER BAILARINA","UTENSILIOS","false","UN","0","5,0000","19,9500","99,7500"
"411","MOP  COMPLE TO","UTENSILIOS","false","UN","0","0,0000","75,4700","0,0000"
"413","VASSOURA","UTENSILIOS","false","UN","0","3,0000","21,1950","63,5850"
"414","RODO PARA CHAO","UTENSILIOS","false","UN","0","0,0000","25,0000","0,0000"
"417","RODO PARA PIA","UTENSILIOS","false","UN","0","2,0000","9,1200","18,2400"
"418","SECADOR DE SALADAS","UTENSILIOS","false","UN","0","1,0000","45,0000","45,0000"
"419","ESCORREDOR DE PRATOS","UTENSILIOS","false","UN","0","2,0000","80,0000","160,0000"
